PROY,Residencia,SEGMENTO,PARTIDA,INI,FIN,Fecha,CANT,UNIDAD,MES,MES LETRA,MONTO
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.2,0+335.0,NA,20/11/2023,36,m3,11,nov-23,7288
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.4,0+335.0,NA,20/11/2023,36,m3,11,nov-23,8496
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4.7,0+335.0,NA,24/11/2023,2,Medici�n,11,nov-23,5020
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4.11,0+335.0,NA,24/11/2023,17.7,m2,11,nov-23,19868
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4_10,0+335.0,NA,24/11/2023,17.7,m2,11,nov-23,39872
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4.12,0+335.0,NA,24/11/2023,17.936,m2,11,nov-23,58891
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.14,0+335.0,NA,24/11/2023,106.21,m3,11,nov-23,24943
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.15,0+335.0,NA,24/11/2023,72,m3,11,nov-23,7989
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4.3,1064,NA,01/11/2023,200,m2,11,nov-23,30760
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.6,1064,NA,01/11/2023,88.51,m3,11,nov-23,10249
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.2,1064,NA,01/11/2023,30,m3,11,nov-23,6073
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.4,1064,NA,01/11/2023,30,m3,11,nov-23,7080
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4.7,1064,NA,02/11/2023,2,Medici�n,11,nov-23,5020
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4.11,1064,NA,02/11/2023,14.16,m2,11,nov-23,15894
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4_10,1064,NA,02/11/2023,14.16,m2,11,nov-23,31898
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4.12,1064,NA,02/11/2023,14.396,m2,11,nov-23,47268
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.14,1064,NA,03/11/2023,90,m3,11,nov-23,21137
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,7.15,1064,NA,03/11/2023,60,m3,11,nov-23,6658
CENAGAS,Estado de M�xico,GSD 06 RANCHERIA-ATOTONILCO,6.2,59000,NA,16/11/2023,1,pza,11,nov-23,45073
CENAGAS,Estado de M�xico,GSD 06 RANCHERIA-ATOTONILCO,6.2,92000,NA,16/11/2023,1,pza,11,nov-23,45073
CENAGAS,Estado de M�xico,"GSD48"" Cempoala - Santa Ana, tramo Irolo - Santa Ana",6.2,365000,NA,17/11/2023,1,pza,11,nov-23,45073
CENAGAS,Estado de M�xico,"GSD48"" Cempoala - Santa Ana, tramo Irolo - Santa Ana",6.2,308000,NA,17/11/2023,1,pza,11,nov-23,45073
CENAGAS,Estado de M�xico,GSD 48 Cempoala-Santa Ana,6.2,287760,NA,13/12/2023,1,pza,12,dic-23,45073
CENAGAS,Estado de M�xico,GSD 48 Cempoala-Santa Ana,6.2,331000,NA,13/12/2023,1,pza,12,dic-23,45073
CENAGAS,Estado de M�xico,GSD 48 Cempoala-Santa Ana,6.2,379000,NA,13/12/2023,1,pza,12,dic-23,45073
CENAGAS,Estado de M�xico,GSD 06 Venta de Carpio-Minera Autl�n,6.2,12000,NA,13/12/2023,1,pza,12,dic-23,45073
CENAGAS,Estado de M�xico,GSD 06 Venta de Carpio-Minera Autl�n,6.2,34256,NA,13/12/2023,1,pza,12,dic-23,45073
CENAGAS,Estado de M�xico,GSD 06 Venta de Carpio-Minera Autl�n,6.2,75000,NA,13/12/2023,1,pza,12,dic-23,45073
CENAGAS,Estado de M�xico,GSD 06 Venta de Carpio-Minera Autl�n,6.2,101700,NA,13/12/2023,1,pza,12,dic-23,45073
CENAGAS,Estado de M�xico,PENDIENTE,6.2,0,0,13/12/2023,1,pza,1,dic-23,45073
CENAGAS,Estado de M�xico,PENDIENTE,6.2,0,0,13/12/2023,1,pza,1,dic-23,45073
CENAGAS,Estado de M�xico,PENDIENTE,6.2,0,0,13/12/2023,1,pza,1,dic-23,45073
CENAGAS,Estado de M�xico,GSD 20 SANTA ANA HGO-TULA,4.1,0,20935,13/12/2023,20.935,Km,12,dic-23,96983
CENAGAS,Estado de M�xico,GSD RAMAL 16 GAS DE POTENCIA SANTA ANA VIEJO-SANTA ANA,4.1,0,1082,13/12/2023,1.082,Km,12,dic-23,5012
CENAGAS,Estado de M�xico,GSD 48 VENTA DE CARPIO-CD SAGUN,6.1,XXX+XXX,NA,13/12/2023,1,0,12,dic-23,98414
CENAGAS,Estado de M�xico,GSD 48 VENTA DE CARPIO-CD SAGUN,6.1,XXX+XXX,NA,13/12/2023,1,0,12,dic-23,98414
CENAGAS,Estado de M�xico,GSD 48 VENTA DE CARPIO-CD SAGUN,6.1,XXX+XXX,NA,13/12/2023,1,0,12,dic-23,98414
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.2,0,500,31/12/2022,0.5,Km,12,dic-22,725
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.2,500,7000,31/12/2022,6.5,Km,12,dic-22,9431
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.2,7000,7770,18/01/2023,0.77,Km,1,ene-23,1117
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.4,0,7000,31/12/2022,7,Km,12,dic-22,56901
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.4,7000,7770,18/01/2023,0.77,Km,1,ene-23,6259
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.5,0,7000,31/12/2022,7,Km,12,dic-22,30633
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.5,7000,7770,18/01/2023,0.77,Km,1,ene-23,3370
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.6,0,7770,31/12/2022,7,Medici�n,12,dic-22,6940
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.8,0,7770,31/12/2022,2,Medici�n,12,dic-22,7171
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.9,0,5000,31/12/2022,10,Medici�n,12,dic-22,3969
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.9,5000,7770,02/01/2023,4,Medici�n,1,ene-23,1588
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.14,?,?,30/01/2023,7,Hr,1,ene-23,7455
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.14,?,?,30/01/2023,7,Hr,1,ene-23,7455
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.14,?,?,30/01/2023,7,Hr,1,ene-23,7455
CENAGAS,Reynosa,RAMAL10 CANO-CFE RIO BRAVO,4.14,?,?,30/01/2023,7,Hr,1,ene-23,7455
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.2,0,1390,19/01/2023,1.39,Km,1,ene-23,2017
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.2,1390,4466,20/01/2023,3.076,Km,1,ene-23,4463
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.2,4466,8000,23/01/2023,3.534,Km,1,ene-23,5127
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.2,8000,11250,24/01/2023,3.25,Km,1,ene-23,4715
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.2,11250,18000,25/01/2023,6.75,Km,1,ene-23,9794
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.2,18000,23630,26/01/2023,5.63,Km,1,ene-23,8169
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.2,23630,25000,15/02/2023,1.37,Km,2,feb-23,1988
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.4,0,471,03/02/2023,0.471,Km,2,feb-23,3829
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.4,471,2375,07/02/2023,1.904,Km,2,feb-23,15477
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.4,2375,9393,08/02/2023,7.018,Km,2,feb-23,57048
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.4,9393,15854,09/02/2023,6.461,Km,2,feb-23,52520
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.4,15854,20327,10/02/2023,4.473,Km,2,feb-23,36360
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.4,20327,23683,11/02/2023,3.356,Km,2,feb-23,27280
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.4,23683,25000,15/02/2023,1.317,Km,2,feb-23,10706
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.5,0,4466,02/02/2023,4.466,Km,2,feb-23,19544
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.5,4466,9393,28/01/2023,4.927,Km,1,ene-23,21562
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.5,9393,15803,30/01/2023,6.41,Km,1,ene-23,28051
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.5,15803,19806,31/01/2023,4.003,Km,1,ene-23,17518
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.5,19806,25000,15/02/2023,5.194,Km,2,feb-23,22730
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.6,0,1000,19/01/2023,1,Medici�n,1,ene-23,991
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.6,1000,4000,20/01/2023,4,Medici�n,1,ene-23,3966
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.6,4000,7000,23/01/2023,3,Medici�n,1,ene-23,2974
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.6,7000,11000,24/01/2023,4,Medici�n,1,ene-23,3966
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.6,11000,17000,25/01/2023,6,Medici�n,1,ene-23,5949
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.6,17000,22000,26/01/2023,5,Medici�n,1,ene-23,4957
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.6,22000,25+000,15/02/2023,3,Medici�n,2,feb-23,2974
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.9,0,1400,03/02/2023,4,Medici�n,2,feb-23,1588
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.9,1400,4600,07/02/2023,4,Medici�n,2,feb-23,1588
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.9,4600,8044,08/02/2023,2,Medici�n,2,feb-23,794
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.9,8044,11250,09/02/2023,2,Medici�n,2,feb-23,794
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.9,11250,18000,10/02/2023,5,Medici�n,2,feb-23,1985
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.9,18000,23700,11/02/2023,4,Medici�n,2,feb-23,1588
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.9,23700,25000,15/02/2023,3,Medici�n,2,feb-23,1191
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.14,15709,23428,02/02/2023,7,Hr,2,feb-23,7455
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19,4.14,23428,25000,15/02/2023,6,Hr,2,feb-23,6390
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19-RAMAL,4.2,0,567,17/02/2023,0.567,Km,2,feb-23,823
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19-RAMAL,4.4,0,567,17/02/2023,0.567,Km,2,feb-23,4609
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19-RAMAL,4.5,0,567,17/02/2023,0.567,Km,2,feb-23,2481
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19-RAMAL,4.6,0,567,17/02/2023,3,Medici�n,2,feb-23,2974
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19-RAMAL,4.9,0,567,17/02/2023,1,Medici�n,2,feb-23,397
CENAGAS,Reynosa,GSD 24 EST 2 REYNOSA-ECN19-RAMAL,4.14,0,567,17/02/2023,3,Hr,2,feb-23,3195
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.2,0,3000,27/02/2023,3,Km,2,feb-23,4353
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.2,3000,8000,28/02/2023,5,Km,2,feb-23,7255
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.2,8000,13000,01/03/2023,5,Km,3,mar-23,7255
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.2,13000,17000,02/03/2023,4,Km,3,mar-23,5804
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.2,17000,21904,03/03/2023,4.904,Km,3,mar-23,7115
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.4,0,5000,06/03/2023,5,Km,3,mar-23,40644
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.4,5000,11000,07/03/2023,6,Km,3,mar-23,48773
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.4,11000,14000,08/03/2023,3,Km,3,mar-23,24386
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.4,14000,17000,09/03/2023,3,Km,3,mar-23,24386
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.4,17000,21904,10/03/2023,4.904,Km,3,mar-23,39863
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.5,0,5000,15/03/2023,5,Km,3,mar-23,21881
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.5,5000,14000,14/03/2023,9,Km,3,mar-23,39386
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.5,14000,21904,13/03/2023,7.904,Km,3,mar-23,34589
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.6,0,3000,27/02/2023,4,Medici�n,2,feb-23,3966
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.6,3000,8000,28/02/2023,5,Medici�n,2,feb-23,4957
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.6,8000,13000,01/03/2023,5,Medici�n,3,mar-23,4957
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.6,13000,17000,02/03/2023,4,Medici�n,3,mar-23,3966
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.6,17000,21904,03/03/2023,5,Medici�n,3,mar-23,4957
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.8,0,0,06/03/2023,2,Medici�n,3,mar-23,7171
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.8,21904,21904,10/03/2023,2,Medici�n,3,mar-23,7171
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.9,0,3000,27/02/2023,3,Medici�n,2,feb-23,1191
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.9,3000,8000,28/02/2023,5,Medici�n,2,feb-23,1985
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.9,8000,13000,01/03/2023,1,Medici�n,3,mar-23,397
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.9,13000,17000,02/03/2023,1,Medici�n,3,mar-23,397
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.9,14000,21550,21/02/2023,8,Medici�n,2,feb-23,3175
CENAGAS,Reynosa,GSD 16 EST PANDURA-REG 6 LAREDO,4.14,0,567,17/02/2023,3,Hr,2,feb-23,3195
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.2,47384,48440,08/03/2023,1.056,Km,3,mar-23,1532
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.2,48440,51400,09/03/2023,2.96,Km,3,mar-23,4295
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.2,51400,52340,14/03/2023,0.94,Km,3,mar-23,1364
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.2,52340,53500,21/03/2023,1.16,Km,3,mar-23,1683
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.2,53500,54500,22/03/2023,1,Km,3,mar-23,1451
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.2,54500,56000,23/03/2023,1.5,Km,3,mar-23,2176
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.2,56000,57789,28/03/2023,1.789,Km,3,mar-23,2596
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.2,57789,60021,29/03/2023,2.232,Km,3,mar-23,3238
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.4,47384,51400,15/03/2023,4.016,Km,3,mar-23,32645
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.4,51400,53450,24/03/2023,2.05,Km,3,mar-23,16664
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.4,53450,56000,27/03/2023,2.55,Km,3,mar-23,20728
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.4,56000,57788,30/03/2023,1.788,Km,3,mar-23,14534
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.4,57788,60021,31/03/2023,2.233,Km,3,mar-23,18152
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.5,47384,48900,10/03/2023,1.516,Km,3,mar-23,6634
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.5,48900,51400,13/03/2023,2.5,Km,3,mar-23,10941
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.5,51400,52340,21/03/2023,0.94,Km,3,mar-23,4114
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.5,52340,53500,22/03/2023,1.16,Km,3,mar-23,5076
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.5,53500,56000,23/03/2023,2.5,Km,3,mar-23,10941
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.5,56000,57789,28/03/2023,1.789,Km,3,mar-23,7829
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.5,57789,60021,29/03/2023,2.232,Km,3,mar-23,9768
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.6,48000,51000,09/03/2023,4,Medici�n,3,mar-23,3966
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.6,52000,53000,22/03/2023,1,Medici�n,3,mar-23,991
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.6,54000,56000,24/03/2023,3,Medici�n,3,mar-23,2974
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.9,47430,48440,08/03/2023,2,Medici�n,3,mar-23,794
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.9,49000,51400,09/03/2023,3,Medici�n,3,mar-23,1191
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.9,57789,60021,29/03/2023,1,Medici�n,3,mar-23,397
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.14,?,?,17/03/2023,6,Hr,3,mar-23,6390
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.14,51400,52340,21/03/2023,7,Hr,3,mar-23,7455
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.14,52340,53500,22/03/2023,7,Hr,3,mar-23,7455
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.3,47384,47384,08/03/2023,30,m2,3,mar-23,4614
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,8.1,51500,51800,14/03/2023,600,m2,3,mar-23,38202
CENAGAS,Reynosa,GSD 12 CAMARGO-MISION,4.13,51400,51400,16/03/2023,1,pza,3,mar-23,3505
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,60021,61500,03/04/2023,1.479,Km,4,abr-23,2146
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,61500,63000,04/04/2023,1.5,Km,4,abr-23,2176
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,63000,65000,05/04/2023,2,Km,4,abr-23,2902
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,65000,68000,12/04/2023,3,Km,4,abr-23,4353
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,72540,74540,13/04/2023,2,Km,4,abr-23,2902
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,74630,76460,14/04/2023,1.83,Km,4,abr-23,2655
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,80000,80650,18/04/2023,0.65,Km,4,abr-23,943
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,80650,82150,17/04/2023,1.5,Km,4,abr-23,2176
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,77050,78500,19/04/2023,1.45,Km,4,abr-23,2104
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,78500,78950,20/04/2023,0.45,Km,4,abr-23,653
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.2,79050,80000,25/04/2023,0.95,Km,4,abr-23,1378
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.4,73000,75528,27/04/2023,2.528,Km,4,abr-23,20550
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.4,79050,80000,26/04/2023,0.95,Km,4,abr-23,7722
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.4,80000,82500,28/04/2023,2.5,Km,4,abr-23,20322
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,60021,61500,03/04/2023,1.479,Km,4,abr-23,6472
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,61500,63000,04/04/2023,1.5,Km,4,abr-23,6564
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,63000,65000,05/04/2023,2,Km,4,abr-23,8752
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,65000,68000,12/04/2023,3,Km,4,abr-23,13129
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,72540,74540,13/04/2023,2,Km,4,abr-23,8752
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,74630,76460,14/04/2023,1.83,Km,4,abr-23,8008
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,80000,80650,18/04/2023,0.65,Km,4,abr-23,2845
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,80650,82150,17/04/2023,1.5,Km,4,abr-23,6564
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,77050,78500,19/04/2023,1.45,Km,4,abr-23,6345
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,78500,78950,21/04/2023,0.45,Km,4,abr-23,1969
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.5,79050,80000,25/04/2023,0.95,Km,4,abr-23,4157
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.6,56000,63000,04/04/2023,7,Medici�n,4,abr-23,6940
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.6,64000,65000,05/04/2023,2,Medici�n,4,abr-23,1983
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.6,73000,76000,14/04/2023,4,Medici�n,4,abr-23,3966
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.6,66000,78000,19/04/2023,5,Medici�n,4,abr-23,4957
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.9,73000,76460,14/04/2023,4,Medici�n,4,abr-23,1588
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.9,80650,82150,17/04/2023,1,Medici�n,4,abr-23,397
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.9,68000,82000,19/04/2023,6,Medici�n,4,abr-23,2382
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,60021,61500,03/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,61500,63000,04/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,63000,65000,05/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,65000,68000,12/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,72540,74540,13/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,74630,76460,14/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,77050,78500,19/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,78500,78950,21/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,79050,80000,25/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,80000,80650,18/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,4.14,80650,82150,17/04/2023,7,Hr,4,abr-23,7455
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,8.1,79050,80000,25/04/2023,1900,m2,4,abr-23,120973
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,8.1,48100,50000,26/04/2023,450,m2,4,abr-23,28652
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,8.1,0,53500,26/04/2023,90,m2,4,abr-23,5730
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,8.1,0,54500,26/04/2023,50,m2,4,abr-23,3184
CENAGAS,Reynosa,GSD 12 MISION-JARACHINA,8.1,80650,81250,27/04/2023,1200,m2,4,abr-23,76404
